item_type,path,size_bytes,apparent_purpose,imported_by,mentioned_in_docs,category,rationale,regenerable,git_tracked,git_ignored
data_file,data/analysis/reception_yds_model_bets.csv,712071,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated model-candidate output; retain only selected validation evidence.,true,false,false
data_file,data/analysis/reception_yds_residuals.csv,184,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_residuals_clean.csv,185,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_juice_bucket.csv,529,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_line_bucket.csv,1076,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position.csv,596,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_favorite_status.csv,1079,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_favorite_total_bucket.csv,3059,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_line_bucket.csv,2355,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_line_bucket_favorite_status.csv,4334,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_line_bucket_favorite_total_bucket.csv,12792,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_spread_bucket.csv,2844,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_by_position_total_bucket.csv,1754,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/reception_yds_roi_wr_underdog_high_total_by_juice.csv,957,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_juice_buckets.csv,558,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_line_buckets.csv,545,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_market_analysis_rows.csv,3919542,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_market_summary.csv,439,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_model_bets.csv,36542675,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated model-candidate output; retain only selected validation evidence.,true,false,false
data_file,data/analysis/receptions_residuals.csv,166,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_residuals_clean.csv,182,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_juice_bucket.csv,827,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_line_bucket.csv,918,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position.csv,646,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_favorite_status.csv,1149,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_favorite_total_bucket.csv,3059,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_line_bucket.csv,2619,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_line_bucket_favorite_status.csv,4334,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_line_bucket_favorite_total_bucket.csv,12792,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_spread_bucket.csv,2844,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_by_position_total_bucket.csv,1754,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/receptions_roi_wr_underdog_high_total_by_juice.csv,957,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_juice_buckets.csv,341,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_line_buckets.csv,503,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_market_analysis_rows.csv,706969,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_market_summary.csv,495,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_model_bets.csv,314614,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated model-candidate output; retain only selected validation evidence.,true,false,false
data_file,data/analysis/rush_yds_residuals.csv,200,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_residuals_clean.csv,199,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_juice_bucket.csv,478,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_line_bucket.csv,769,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position.csv,566,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_favorite_status.csv,1151,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_favorite_total_bucket.csv,2852,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_line_bucket.csv,1493,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_line_bucket_favorite_status.csv,2908,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_line_bucket_favorite_total_bucket.csv,7109,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_spread_bucket.csv,2553,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_by_position_total_bucket.csv,1530,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/rush_yds_roi_wr_underdog_high_total_by_juice.csv,284,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/test_reception_yds_model_bets.csv,674547,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated model-candidate output; retain only selected validation evidence.,true,false,false
data_file,data/analysis/test_reception_yds_model_bets_api.csv,702901,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/week_pass_yds_ensemble_bets.csv,1071,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/{output_slug}_roi_by_position_favorite_total_bucket.csv,3059,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/{output_slug}_roi_by_position_line_bucket_favorite_status.csv,4334,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/{output_slug}_roi_by_position_line_bucket_favorite_total_bucket.csv,12792,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/{output_slug}_roi_by_position_spread_bucket.csv,2844,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/{output_slug}_roi_by_position_total_bucket.csv,1754,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/analysis/{output_slug}_roi_wr_underdog_high_total_by_juice.csv,957,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/archive/fanduel_pass_yds_history_2023_2024_2025_v1.csv,454867,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/archive/fanduel_pass_yds_history_2024_v1.csv,150114,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/archive/fanduel_receptions_history_2023_2024_2025_v1.csv,2471370,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/archetype_summary.csv,6941,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/correlation_report.csv,558,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/duplicate_check.csv,49,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/missingness_report.csv,5822,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/player_volatility.csv,317872,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/stat_summary_by_position.csv,17089,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda/stat_summary_overall.csv,2940,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_filtered/filtered_stat_summary.csv,3533,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_plots/boxplot_distribution_comparison.png,55037,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_plots/QB_pass_attempts_gte_20_passing_yards.png,71112,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_plots/QB_rush_attempts_gte_5_rushing_yards.png,71790,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_plots/RB_rush_attempts_gte_8_rushing_yards.png,69242,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_plots/WR_TE_routes_gte_15_receiving_yards.png,71883,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/eda_plots/WR_TE_targets_gte_7_receiving_yards.png,69454,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Generated intermediate/EDA output.,true,false,false
data_file,data/processed/fanduel_pass_yds_history.csv,454867,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/fanduel_receptions_history.csv,2471370,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/fantasypros_qb_weekly_projections.csv,531570,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/fantasypros_receiving_weekly_projections.csv,2493613,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Contains invalid hindsight-roster 2023 receiving projections; do not use for validation.,true,true,false
data_file,data/processed/fantasypros_weekly_projections_api.csv,2037026,Generated/output/cache data,,,KEEP_ACTIVE,Current configured input to active generalized workflow.,true,true,false
data_file,data/processed/ffa_weekly_projections.csv,6942856,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/game_context.csv,19744,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/game_context_2023.csv,6375,Generated/output/cache data,,,KEEP_DIAGNOSTIC,Current 2023 preparation pilot artifact.,true,true,false
data_file,data/processed/merged_props_with_actuals_2023.csv,288897,Generated/output/cache data,,,KEEP_DIAGNOSTIC,Current 2023 preparation pilot artifact.,true,true,false
data_file,data/processed/merged_props_with_context.csv,2795997,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Duplicate generated processed artifact; active config uses the historical_props path.,true,true,false
data_file,data/processed/merged_props_with_context_2023.csv,330796,Generated/output/cache data,,,KEEP_DIAGNOSTIC,Current 2023 preparation pilot artifact.,true,true,false
data_file,data/processed/merged_props_with_rolling.csv,2936763,Generated/output/cache data,,,ARCHIVE_CANDIDATE,Duplicate generated processed artifact; active config uses the historical_props path.,true,true,false
data_file,data/processed/pass_yds_dataset.csv,283500,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pass_yds_dataset_fp.csv,291693,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pass_yds_dataset_fp_debiased.csv,288511,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pass_yds_dataset_sigma.csv,323659,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pass_yds_sim_probs.csv,403355,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pff/pff_passing_weekly.csv,643887,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pff/pff_player_weekly_master.csv,8368719,Generated/output/cache data,,,KEEP_ACTIVE,Current configured input to active generalized workflow.,true,true,false
data_file,data/processed/pff/pff_receiving_weekly.csv,4191732,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/pff/pff_rushing_weekly.csv,2103120,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/projections/2025/week_01/QB_ESPN_CBS.csv,6456,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/projections/2025/week_01/QB_FantasyPros.csv,7697,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/projections/2025/week_01/QB_NFL_FFToday.csv,2814,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/projections/2025/week_01/qb_projection_ensemble.csv,29472,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/processed/projections/2025/week_01/qb_projection_sources_long.csv,15130,Generated/output/cache data,,,UNKNOWN_REVIEW_MANUALLY,Processed/generated artifact; confirm dependency before cleanup.,true,true,false
data_file,data/historical_props/bad_recent_team_matches.csv,3124,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/game_context.csv,19744,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/game_context_TEMPLATE.csv,6749,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/historical_closing_props.csv,2262477,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/historical_closing_props_backup_before_2023_full.csv,2262477,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/market_results_summary.csv,547,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/merged_props_actuals.csv,2444419,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/merged_props_with_context.csv,2795997,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/merged_props_with_rolling.csv,2936763,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/pass_yds_baseline_model_meta.json,887,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/pass_yds_baseline_predictions.csv,73750,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/pass_yds_sim_results.csv,172047,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Historical input/output material already excluded from version control.,true,false,false
data_file,data/historical_props/raw/2023-09-07_20230907T235000Z_42db668449664943833b5c04a583328a.json,5458,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_1278f44be0d97920fd149f7cdfc9574d.json,4346,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_175d9f07fc52d99b21bc772b1499c3d8.json,4350,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_33368d4979d3475b77f5e9eb49648203.json,4343,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_35294c242bcfdb30c9f58dc6f68da6b2.json,4336,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_6c2d3077c50eece8e6a37742d1ac5756.json,4368,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_741437df0e5c0350c32ce707161bd423.json,4380,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_b3763a6d678b9787e27cec3272252e24.json,3991,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T163000Z_bbe791f371726d950a509d928f4c65cd.json,4007,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T195500Z_0a368c64b212ecbad4ec46f6ff6c1af2.json,4381,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T195500Z_4d18f524fdaa6d8d7f81f9803a43d5f0.json,3272,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T195500Z_54b900ff32cfc8ad40f4d856fc5a4985.json,4310,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T195500Z_d543cbc3d38bed6c7c727e3cabc1188e.json,4350,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T195500Z_d818062d65dfa411c269ee61943655cd.json,3612,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230910T235000Z_2dd1bc48e4929ba7ed2b38fc668b1609.json,4708,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230911T234500Z_87ca05f061855f8497a3a81d9942b5d1.json,5773,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230914T234500Z_217559949d3b88a1267c2c4c480eab51.json,4360,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_1ed637f2ef1ae5f2f7184d38e94fe137.json,3975,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_2ecfbe1dcf553f66dd34b4772c1c9b99.json,3981,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_30e317800515c33d2635df2d05a6d14d.json,4728,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_666546663407166ca824cc304f740dfe.json,3964,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_b11493a11859c02a97dfa186c32a2b7a.json,3613,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_eab3d772c3c8e4a6d3813ece55055529.json,4009,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T163000Z_ec238fc4bfd91d24ae566950edc120fe.json,3956,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T173000Z_450d0600bc30565494c6df8096e04976.json,5076,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T193500Z_6166ce062983d3566b0ef03d8fd2ab87.json,4354,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T193500Z_a6a30233e1ec7fb3b9f9a5e4444ff14b.json,3992,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T195500Z_7e881b03dcf88ddd4e9d1a3c609db6d3.json,4721,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T195500Z_8d0feb26abd99c7136450e434ba91173.json,3963,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230917T235000Z_9003a41d4bd320e1c437ea6dc5a2fec6.json,5467,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
data_file,data/historical_props/raw/2023-09-07_20230918T224500Z_e1573fb36f89f2e295e128bf5ec13a6a.json,4726,Generated/output/cache data,,,IGNORE_GIT_CANDIDATE,Raw/cache source artifact; large and reproducible from source requests where available.,false,false,false
